X00,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,Target
28.28,64.72,7.991,5.329,0.066,603.0,-0.4,0.0,0.4,43.0,98.0,29.182,32.507
28.32,64.83,7.773,5.525,0.008,2890.0,-0.35,0.0,-0.2,61.0,81.0,25.625,32.385
28.25,64.88,6.127,5.392,0.074,804.0,0.45,0.0,-0.2,44.6,81.0,31.021,32.332
28.23,64.93,8.079,5.546,-0.004,2495.0,-0.39,0.0,-0.2,65.0,81.0,38.031,32.305
28.3,65.16,6.021,5.256,0.055,2171.0,-0.35,0.0,0.3,10.0,81.0,27.202,32.365
28.3,64.63,8.536,5.359,0.095,624.0,-0.48,0.0,0.4,10.0,81.0,29.114,32.392
28.26,64.96,8.339,5.565,0.091,2803.0,0.45,0.0,-0.1,10.0,81.0,37.895,32.391
28.25,64.77,7.63,5.285,0.031,3677.0,0.49,0.0,0.4,10.0,98.0,275.31,32.288
28.27,64.8,6.512,5.208,0.046,2324.0,-0.36,0.0,0.4,36.8,-81.36,31.715,32.46
28.37,64.84,7.425,5.684,0.125,577.0,-0.43,0.0,0.4,67.6,81.0,33.283,32.278
28.25,64.97,8.052,5.258,0.095,810.0,0.2,0.0,-0.2,31.8,81.0,27.47,32.325
28.28,65.07,5.906,5.266,0.128,954.0,0.47,0.0,0.0,68.2,81.0,27.269,32.412
28.3,64.83,7.143,5.106,0.063,0.0,-0.44,0.0,0.4,17.4,81.0,26.13,32.348
28.23,64.92,6.192,5.507,0.055,887.0,-0.4,0.0,0.1,56.6,81.0,30.82,32.229
28.2,64.93,6.963,5.4,0.06,570.0,-0.15,0.0,0.4,29.0,81.0,37.788,32.275
28.22,65.13,8.144,5.184,0.038,2015.0,-0.35,0.0,-0.1,38.4,81.0,29.547,32.318
28.2,64.78,6.236,5.062,0.062,2622.0,0.0,0.0,0.1,10.0,98.0,24.589,32.399
28.21,64.95,7.287,5.553,0.083,1262.0,-0.48,0.0,0.0,10.0,98.0,26.465,32.474
28.24,64.94,8.781,5.205,0.037,575.0,0.13,0.0,0.1,65.2,81.0,27.47,32.287
28.28,64.51,6.778,5.382,0.055,1187.0,0.16,0.0,0.0,24.2,81.0,29.078,32.385
28.25,64.67,6.001,5.394,0.051,647.0,-0.36,0.0,0.1,38.4,-81.36,39.329,32.378
28.31,64.86,7.497,5.115,0.013,2627.0,0.11,0.0,-0.2,25.4,81.0,25.862,32.391
28.23,64.83,7.442,5.246,0.049,857.0,-0.4,0.0,-0.1,46.2,81.0,20.636,32.336
28.1,65.04,8.078,5.5,0.029,967.0,-0.19,0.0,0.5,40.8,81.0,37.759,32.194
28.14,65.01,8.132,5.404,-0.064,956.0,-0.4,0.0,-0.1,10.0,98.0,24.262,32.317
28.27,64.8,6.186,5.109,0.059,2472.0,0.19,0.0,0.1,29.6,81.0,24.455,32.264
28.25,65.27,5.746,5.563,-0.033,633.0,-0.43,0.0,0.0,50.6,98.0,27.336,32.409
28.26,64.88,7.209,5.204,0.011,312.0,-0.48,0.0,-0.1,65.2,81.0,273.24,32.31
28.21,65.02,6.398,5.239,0.092,1115.0,0.0,0.0,0.1,38.0,81.0,23.852,32.229
28.29,64.85,5.889,5.783,0.058,1093.0,0.16,0.0,-0.1,59.6,98.0,23.187,32.448
28.21,65.07,7.38,5.455,0.001,900.0,0.2,0.0,-0.2,12.8,98.0,31.155,32.424
28.27,65.06,6.89,5.409,0.032,956.0,-0.35,0.0,-0.1,65.6,-81.36,30.954,32.304
28.28,64.69,5.637,5.332,-0.024,1398.0,-0.43,0.0,-0.3,10.8,81.0,29.046,32.454
28.29,64.58,7.183,5.278,0.076,854.0,0.19,0.0,0.3,42.0,98.0,21.038,32.584
28.24,64.79,7.175,5.29,0.038,1627.0,-0.43,0.0,-0.3,60.2,98.0,29.614,32.477
28.25,64.96,7.544,5.2,-0.014,1044.0,-0.39,0.0,-0.3,24.2,81.0,24.053,32.445
28.27,64.92,7.421,4.9,0.154,499.0,0.45,0.0,0.1,10.0,98.0,26.063,32.381
28.3,64.85,7.174,5.282,0.086,395.0,0.2,0.0,-0.3,44.6,81.0,273.93,32.285
28.36,64.92,6.666,5.773,0.074,826.0,-0.48,0.0,-0.2,34.2,98.0,23.119,32.547
28.26,64.71,8.199,5.364,0.106,496.0,-0.48,0.0,0.1,55.0,98.0,29.046,32.222
28.28,64.69,6.294,5.365,0.091,396.0,0.2,0.0,-0.1,47.2,81.0,39.53,32.363
28.35,64.81,6.869,5.467,0.032,788.0,-0.35,0.0,0.0,10.0,81.0,30.954,32.337
28.2,64.53,7.286,5.254,0.068,847.0,-0.11,0.0,-0.3,64.6,81.0,21.105,32.311
28.25,64.94,7.723,5.65,-0.034,1821.0,-0.4,0.0,-0.2,10.0,81.0,37.827,32.381
28.17,64.87,8.435,5.738,0.136,2814.0,-0.11,0.0,0.1,29.8,98.0,38.099,32.351
28.28,64.72,7.747,5.467,0.138,896.0,0.45,0.0,0.1,38.6,81.0,38.927,32.339
28.31,64.7,7.45,5.34,0.103,1489.0,-0.35,0.0,-0.2,33.6,98.0,29.25,32.374
28.19,64.85,6.91,5.562,0.109,1186.0,-0.4,0.0,0.0,20.0,81.0,37.721,32.315
28.29,64.95,7.864,5.176,0.008,2429.0,0.0,0.0,0.0,14.8,81.0,29.815,32.366
28.27,64.8,6.035,5.847,0.09,1443.0,0.2,0.0,-0.3,49.0,81.0,23.461,32.437
28.18,65.01,6.936,5.266,0.081,799.0,-0.19,0.0,0.4,26.8,81.0,29.413,32.275
28.25,64.99,7.326,5.388,-0.003,1482.0,0.41,0.0,-0.1,13.4,81.0,38.86,32.283
28.19,64.55,6.908,5.456,0.028,2170.0,-0.35,0.0,-0.2,10.0,81.0,39.731,32.312
28.27,64.74,7.282,5.317,0.121,504.0,0.2,0.0,0.4,38.8,98.0,273.93,32.294
28.24,64.98,7.637,5.38,0.076,1864.0,-0.19,0.0,-0.2,12.2,-81.36,38.793,32.394
28.28,64.48,7.919,5.439,0.094,1475.0,-0.48,0.0,0.5,10.0,81.0,29.145,32.373
28.26,64.91,7.277,5.405,0.002,1049.0,0.13,0.0,0.1,16.0,81.0,37.788,32.222
28.26,65.14,7.829,5.608,0.074,768.0,-0.15,0.0,-0.1,55.8,81.0,34.773,32.332
28.29,64.63,6.944,5.474,0.07,2227.0,-0.19,0.0,0.1,37.6,98.0,276.69,32.436
28.22,64.64,7.264,5.554,0.109,1318.0,-0.43,0.0,-0.2,40.6,98.0,276.0,32.331
28.28,64.84,6.744,5.505,0.064,1168.0,-0.11,0.0,-0.2,10.0,81.0,30.82,32.398
28.27,64.76,7.516,5.181,0.063,769.0,-0.35,0.0,0.1,10.0,81.0,25.929,32.361
28.31,64.82,6.959,5.455,0.083,707.0,-0.48,0.0,-0.1,22.4,-81.36,30.954,32.507
28.25,64.58,6.718,5.368,0.061,1412.0,-0.04,0.0,-0.1,10.0,98.0,29.011,32.383
28.23,64.84,7.853,5.498,0.007,1441.0,-0.43,0.0,0.4,43.8,-81.36,26.465,32.475
28.15,64.71,7.74,5.467,0.121,1327.0,0.13,0.0,-0.1,22.8,81.0,26.532,32.303
28.21,64.69,7.159,5.343,-0.011,1948.0,0.45,0.0,-0.2,35.6,98.0,24.6,32.473
28.38,64.72,7.12,5.504,0.074,978.0,-0.35,0.0,0.1,35.8,81.0,273.93,32.353
28.29,64.9,8.274,5.717,0.063,2394.0,-0.4,0.0,-0.2,29.0,81.0,37.963,32.366
28.3,64.93,7.776,5.194,0.025,1986.0,-0.35,0.0,-0.2,27.2,81.0,31.783,32.444
28.22,64.97,6.561,5.227,0.008,1052.0,0.0,0.0,-0.1,37.2,81.0,23.986,32.366
28.19,64.71,8.51,5.377,0.028,798.0,-0.4,0.0,-0.1,60.0,81.0,29.046,32.289
28.27,64.99,6.025,5.406,0.063,887.0,-0.35,0.0,-0.1,12.2,98.0,30.686,32.465
28.3,64.71,6.322,5.28,0.063,832.0,-0.11,0.0,0.4,10.6,-81.36,29.182,32.372
28.21,65.02,7.709,5.294,0.1,1112.0,0.16,0.0,0.4,10.0,81.0,29.48,32.367
28.19,64.73,7.77,5.212,0.13,1133.0,-0.35,0.0,-0.1,31.4,98.0,26.532,32.468
28.24,64.91,5.999,5.592,0.064,646.0,-0.3,0.0,-0.1,10.0,-81.36,25.693,32.4
28.22,64.98,6.759,5.467,0.064,473.0,0.2,0.0,0.4,45.6,98.0,27.604,32.427
28.23,64.84,6.111,5.426,0.058,973.0,-0.04,0.0,-0.1,53.8,81.0,28.609,32.287
28.22,65.22,6.871,5.571,0.031,1240.0,0.11,0.0,-0.1,36.0,98.0,27.403,32.383
28.21,64.69,5.745,5.312,0.027,1216.0,0.18,0.0,-0.1,30.6,81.0,28.977,32.257
28.15,64.97,7.685,5.19,0.116,1269.0,0.0,0.0,-0.1,10.0,81.0,23.986,32.183
28.28,64.8,8.059,5.531,0.017,1764.0,-0.19,0.0,-0.2,62.8,81.0,25.557,32.352
28.2,64.66,5.674,5.305,0.039,762.0,-0.35,0.0,-0.2,10.0,81.0,28.743,32.244
28.24,64.57,6.886,5.55,-0.014,986.0,0.22,0.0,0.1,30.0,98.0,20.971,32.445
28.31,64.54,6.237,5.113,0.067,2444.0,-0.04,0.0,0.0,62.6,98.0,24.991,32.582
28.18,64.96,7.561,5.183,0.085,1012.0,0.36,0.0,-0.2,46.4,81.0,29.48,32.293
28.29,64.79,7.284,4.978,0.041,1886.0,-0.4,0.0,-0.1,20.4,81.0,26.13,32.5
28.25,64.83,7.548,5.553,0.021,1903.0,-0.19,0.0,-0.2,25.2,81.0,25.625,32.205
28.27,65.12,6.601,5.454,0.071,896.0,0.45,0.0,-0.3,33.2,81.0,31.088,32.337
28.22,64.92,7.759,5.302,0.058,1882.0,-0.48,0.0,0.4,60.2,98.0,29.547,32.31
28.29,64.95,8.185,5.489,0.063,2411.0,-0.04,0.0,-0.1,21.4,98.0,38.031,32.415
28.27,64.87,8.055,5.57,0.021,2750.0,-0.43,0.0,-0.2,10.0,-81.36,25.489,32.356
28.22,65.04,6.399,5.155,0.053,1240.0,0.2,0.0,0.5,64.6,98.0,29.614,32.396
28.18,64.91,5.583,5.545,0.034,1942.0,-0.04,0.0,0.2,20.8,98.0,37.855,32.391
28.29,64.86,6.867,5.463,0.13,809.0,-0.36,0.0,0.1,29.4,81.0,30.753,32.342
28.26,65.03,5.867,5.187,-0.055,645.0,0.13,0.0,-0.2,30.0,81.0,27.47,32.402
28.25,64.87,7.56,5.634,0.049,1219.0,0.16,0.0,-0.2,10.0,98.0,35.175,32.352
28.19,64.74,8.068,5.228,0.012,1514.0,-0.4,0.0,-0.1,10.0,98.0,31.987,32.381
28.22,64.7,8.404,5.377,0.044,678.0,0.41,0.0,-0.1,57.4,98.0,29.046,32.46
28.22,64.85,7.13,5.541,0.096,1433.0,0.19,0.0,-0.2,51.0,98.0,25.557,32.289
28.26,64.74,8.441,5.694,0.061,596.0,-0.48,0.0,0.0,29.6,81.0,38.927,32.224
28.17,64.81,7.766,5.2,0.154,3118.0,0.0,0.0,-0.1,44.4,81.0,24.397,32.245
28.17,64.72,7.038,5.239,0.052,2396.0,0.0,0.0,0.1,10.0,81.0,31.783,32.28
28.24,64.59,6.211,5.132,0.087,2479.0,-0.44,0.0,-0.1,27.4,81.0,24.79,32.312
28.21,64.83,7.498,5.493,0.139,1817.0,-0.35,0.0,0.4,44.6,81.0,24.12,32.25
28.19,64.85,7.838,5.167,0.056,2082.0,-0.4,0.0,-0.1,10.0,81.0,31.919,32.315
28.29,65.11,6.57,5.445,0.05,643.0,-0.35,0.0,-0.3,22.8,-81.36,30.887,32.505
28.33,64.85,7.274,5.052,0.075,444.0,-0.4,0.0,-0.2,12.0,81.0,26.063,32.276
28.31,64.57,6.665,5.389,0.023,1163.0,-0.11,0.0,0.4,30.0,81.0,29.011,32.302
28.16,64.81,6.281,5.443,0.025,768.0,-0.4,0.0,-0.1,51.6,81.0,38.19,32.32
28.24,64.65,7.404,5.61,0.066,1047.0,-0.19,0.0,0.1,10.0,98.0,277.38,32.359
28.26,64.74,7.477,5.679,0.133,465.0,0.13,0.0,0.0,32.8,-22.36,33.419,32.528
28.2,64.95,7.867,5.593,0.009,549.0,0.15,0.0,0.1,55.4,98.0,26.532,32.323
28.22,64.68,6.967,5.185,0.124,2674.0,-0.48,0.0,-0.2,65.0,81.0,24.723,32.36
28.29,64.54,7.005,5.393,0.06,1695.0,0.0,0.0,-0.1,23.4,81.0,28.944,32.463
28.12,64.64,6.096,5.368,0.009,1113.0,-0.43,0.0,-0.2,60.2,98.0,28.743,32.31
28.28,64.86,7.534,5.418,0.024,838.0,0.16,0.0,-0.2,25.6,81.0,24.187,32.328
28.3,64.82,6.801,5.52,0.015,1485.0,0.0,0.0,0.1,19.0,98.0,25.693,32.389
28.28,65.04,6.961,5.608,0.029,814.0,-0.35,0.0,0.0,10.0,98.0,27.47,32.497
28.27,64.86,7.081,5.031,0.078,691.0,0.03,0.0,-0.1,19.0,81.0,26.13,32.364
28.2,65.09,7.26,5.488,0.001,1575.0,-0.4,0.0,-0.1,10.0,81.0,37.721,32.429
28.18,64.81,6.784,5.571,0.047,1313.0,-0.3,0.0,0.4,17.0,-81.36,37.721,32.488
28.23,65.04,8.088,5.496,0.041,954.0,-0.11,0.0,-0.05,61.2,81.0,24.33,32.372
28.15,64.83,7.456,5.207,0.133,871.0,-0.3,0.0,-0.2,64.2,81.0,24.465,32.21
28.35,64.88,8.372,5.556,0.021,2523.0,-0.35,0.0,-0.1,58.4,98.0,25.557,32.529
28.2,64.98,7.927,5.581,0.044,583.0,-0.35,0.0,-0.2,14.8,81.0,26.532,32.209
28.25,64.96,8.047,5.233,0.029,479.0,-0.15,0.0,0.1,65.8,81.0,27.47,32.396
28.27,64.75,6.884,5.504,0.038,824.0,-0.43,0.0,-0.3,52.8,98.0,31.021,32.542
28.27,64.75,5.71,5.366,0.101,1316.0,0.19,0.0,0.1,10.0,81.0,28.977,32.258
28.22,65.06,7.221,5.551,0.025,1804.0,-0.11,0.0,0.4,15.0,-81.36,37.654,32.329
28.27,64.88,8.445,5.633,0.076,1778.0,-0.36,0.0,-0.1,33.0,98.0,37.963,32.468
28.32,64.72,6.032,5.786,0.01,1328.0,-0.4,0.0,0.1,10.0,98.0,35.309,32.533
28.23,64.93,7.548,5.349,-0.022,1600.0,-0.39,0.0,0.1,55.6,-81.36,26.331,32.458
28.28,64.9,6.904,5.874,0.106,856.0,-0.35,0.0,-0.1,14.8,98.0,23.256,32.442
28.33,64.71,7.626,5.382,0.058,1136.0,-0.43,0.0,-0.1,13.6,81.0,38.994,32.471
28.3,64.54,6.856,5.453,0.022,1127.0,-0.19,0.0,-0.1,49.2,81.0,28.944,32.45
28.19,64.99,6.925,5.839,-0.024,1574.0,-0.15,0.0,-0.1,29.8,98.0,22.914,32.412
28.3,64.69,7.976,5.455,0.092,223.0,-0.4,0.0,-0.2,25.2,98.0,38.994,32.422
28.25,64.78,6.896,5.538,0.074,866.0,-0.44,0.0,-0.2,39.2,81.0,31.021,32.376
28.26,64.96,7.225,5.694,-0.035,747.0,0.19,0.0,-0.2,76.4,98.0,20.502,32.46
28.29,65.06,5.833,5.127,0.048,712.0,-0.35,0.0,-0.1,10.0,98.0,27.269,32.524
28.32,64.84,7.016,5.031,0.041,2118.0,-0.35,0.0,-0.2,43.6,81.0,25.929,32.242
28.3,65.03,6.265,5.738,0.108,1359.0,-0.19,0.0,-0.2,10.0,81.0,23.119,32.395
28.31,64.81,7.246,5.597,0.018,1217.0,-0.11,0.0,0.0,68.0,81.0,25.557,32.402
28.21,65.05,6.076,5.262,0.123,887.0,0.2,0.0,-0.2,48.4,81.0,27.403,32.211
28.29,64.92,6.779,5.884,0.082,884.0,-0.48,0.0,-0.2,45.4,98.0,23.187,32.515
28.34,65.08,7.533,5.463,0.041,794.0,-0.43,0.0,-0.1,38.6,-81.36,30.82,32.538
28.33,64.83,7.121,5.28,0.062,2017.0,-0.48,0.0,0.1,59.6,81.0,31.919,32.525
28.26,64.56,5.883,5.154,0.167,2638.0,0.19,0.0,-0.1,42.0,81.0,24.723,32.332
28.28,64.57,6.93,5.338,0.09,322.0,-0.11,0.0,-0.1,39.6,81.0,21.038,32.436
28.35,64.82,7.238,5.393,0.071,300.0,0.2,0.0,0.1,10.0,98.0,272.55,32.554
28.25,64.82,7.175,5.269,0.006,1517.0,0.49,0.0,0.1,18.6,81.0,29.547,32.416
28.34,64.81,7.366,5.222,-0.002,794.0,0.16,0.0,0.4,42.8,98.0,20.569,32.594
28.31,64.83,7.231,5.133,0.143,2055.0,0.11,0.0,-0.1,10.0,81.0,26.197,32.316
28.18,64.69,7.653,5.723,-0.034,971.0,0.2,0.0,0.2,23.0,81.0,23.529,32.191
28.17,64.57,6.875,5.206,0.054,1264.0,0.13,0.0,0.4,26.0,98.0,20.971,32.383
28.33,65.09,5.882,5.072,0.043,374.0,-0.44,0.0,0.0,10.0,81.0,25.996,32.479
28.18,65.09,7.687,5.507,0.053,2992.0,-0.48,0.0,0.0,46.4,-81.36,37.759,32.282
28.17,64.54,6.799,5.585,0.066,1112.0,-0.35,0.0,-0.2,25.8,98.0,21.038,32.375
28.17,64.72,6.812,5.742,0.029,1091.0,-0.35,0.0,-0.2,14.2,81.0,33.419,32.346
28.3,65.21,8.127,5.235,0.116,1072.0,-0.04,0.0,0.2,10.0,98.0,29.413,32.529
28.21,64.89,7.855,5.543,0.129,762.0,-0.19,0.0,0.4,66.2,98.0,26.532,32.409
28.32,64.72,6.472,5.4,0.056,1451.0,-0.04,0.0,0.4,47.2,81.0,29.114,32.362
28.21,64.86,7.553,5.727,0.063,784.0,-0.44,0.0,-0.3,31.4,98.0,33.147,32.382
28.3,64.61,6.533,5.352,0.064,736.0,-0.4,0.0,0.0,44.2,-81.36,29.614,32.395
28.26,64.69,5.919,5.656,-0.022,1014.0,0.11,0.0,0.2,44.6,81.0,33.623,32.379
28.23,64.84,7.585,5.483,0.033,731.0,-0.4,0.0,-0.2,33.2,98.0,24.254,32.457
28.2,64.75,6.478,5.436,0.089,884.0,-0.4,0.0,0.2,10.0,81.0,39.329,32.273
28.27,64.93,6.732,5.392,0.009,1193.0,-0.11,0.0,-0.2,42.0,-81.36,29.815,32.379
28.33,64.99,7.557,5.527,0.069,1169.0,-0.15,0.0,0.0,58.2,81.0,37.827,32.336
28.24,64.69,5.994,5.382,0.101,1100.0,-0.3,0.0,0.4,23.2,81.0,28.676,32.342
28.34,64.61,6.405,5.335,0.041,461.0,-0.04,0.0,0.4,15.8,-81.36,39.597,32.494
28.16,65.06,8.227,5.732,0.055,3662.0,-0.19,0.0,0.1,63.8,81.0,24.127,32.348
28.32,64.93,5.924,5.601,0.1,1727.0,0.2,0.0,-0.2,33.8,81.0,23.119,32.5
28.31,65.08,7.815,5.517,0.057,595.0,-0.11,0.0,-0.2,43.4,98.0,34.907,32.499
28.09,65.08,6.731,5.554,0.06,1918.0,0.0,0.0,0.1,12.2,81.0,37.453,32.271
28.29,64.67,6.117,5.063,0.069,2159.0,-0.35,0.0,-0.4,21.8,98.0,24.522,32.538
28.17,64.85,6.952,5.587,0.08,859.0,-0.3,0.0,0.4,16.2,-81.36,37.721,32.409
28.3,64.61,8.622,5.389,-0.021,715.0,-0.48,0.0,0.4,44.8,81.0,29.114,32.375
28.21,64.91,7.635,5.522,0.143,1615.0,-0.35,0.0,-0.2,18.2,81.0,38.927,32.294
28.27,64.73,7.583,5.357,0.005,834.0,-0.36,0.0,-0.1,44.2,98.0,29.046,32.443
28.29,64.93,8.525,5.63,0.002,2815.0,-0.48,0.0,-0.1,53.4,-81.36,37.895,32.358
28.21,65.12,7.23,5.447,0.099,752.0,-0.4,0.0,0.3,37.4,98.0,37.855,32.426
28.21,64.7,7.217,5.61,0.032,929.0,0.15,0.0,-0.1,38.0,81.0,276.69,32.299
28.23,64.6,5.912,5.186,0.108,2285.0,-0.44,0.0,-0.1,32.8,98.0,24.656,32.44
28.25,64.79,7.13,5.572,-0.011,1378.0,0.2,0.0,-0.2,31.4,81.0,25.625,32.388
28.17,64.48,6.696,5.181,0.075,2549.0,-0.39,0.0,-0.1,65.8,81.0,25.192,32.164
28.2,65.05,7.171,5.609,0.06,1382.0,0.16,0.0,-0.1,42.8,98.0,27.403,32.45
28.26,64.65,6.601,5.426,-0.012,1196.0,-0.15,0.0,0.1,69.2,81.0,28.609,32.176
28.18,64.53,7.022,5.25,0.094,1153.0,-0.35,0.0,-0.1,67.8,98.0,21.105,32.268
28.25,64.97,7.334,5.291,0.086,1329.0,-0.44,0.0,0.4,31.4,-81.36,29.681,32.327
28.28,65.13,6.485,5.311,0.047,1628.0,-0.48,0.0,0.3,28.2,81.0,29.547,32.365
28.19,64.71,6.42,5.431,0.09,1044.0,-0.4,0.0,0.2,41.0,81.0,39.463,32.247
28.23,65.09,6.471,5.39,0.068,1221.0,0.19,0.0,0.3,30.0,98.0,30.954,32.307
28.37,64.91,8.334,5.751,0.053,2407.0,-0.4,0.0,-0.2,56.4,98.0,37.895,32.568
28.24,65.11,7.662,5.25,-0.006,1996.0,-0.35,0.0,-0.1,41.4,81.0,29.681,32.36
28.27,64.69,7.843,5.697,0.11,1081.0,-0.42,0.0,0.0,67.4,98.0,38.927,32.464
28.2,64.51,6.739,5.176,0.077,2043.0,-0.39,0.0,-0.2,33.4,98.0,25.125,32.44
28.24,65.05,6.824,5.275,0.052,681.0,0.16,0.0,0.4,10.0,81.0,29.346,32.421
28.29,65.0,7.887,5.205,0.118,2347.0,-0.4,0.0,0.3,31.4,-81.36,29.681,32.476
28.25,64.95,8.314,5.665,0.057,2885.0,-0.36,0.0,-0.3,52.8,-81.36,37.963,32.354
28.3,64.59,6.13,5.426,0.095,798.0,-0.43,0.0,0.0,40.8,81.0,39.597,32.416
28.32,64.75,7.345,5.528,0.096,664.0,0.16,0.0,-0.1,38.4,81.0,275.31,32.351
28.25,64.55,7.32,5.579,0.037,1110.0,-0.43,0.0,-0.2,27.4,98.0,278.07,32.342
28.24,64.71,7.944,5.647,0.057,948.0,-0.4,0.0,-0.1,67.6,-81.36,38.927,32.326
28.26,64.93,7.162,5.831,-0.055,1365.0,0.19,0.0,-0.2,42.2,81.0,23.119,32.344
28.3,64.53,7.068,5.413,0.068,1032.0,-0.11,0.0,-0.1,56.0,98.0,39.798,32.456
28.23,64.92,7.449,5.849,-0.002,797.0,-0.4,0.0,-0.2,68.8,81.0,23.256,32.337
28.25,65.01,7.238,5.418,0.052,1401.0,-0.04,0.0,0.1,65.0,98.0,37.989,32.508
28.23,64.71,7.272,5.245,0.113,3019.0,-0.43,0.0,-0.1,10.0,81.0,30.217,32.299
28.38,64.88,7.251,5.726,0.01,963.0,-0.48,0.0,-0.3,40.6,98.0,33.079,32.469
28.15,64.81,7.814,5.174,0.072,2981.0,0.0,0.0,-0.1,19.0,81.0,24.532,32.284
28.27,64.9,8.367,5.641,0.063,1190.0,-0.48,0.0,-0.1,10.0,81.0,38.031,32.493
28.19,64.99,7.864,5.243,0.082,256.0,-0.03,0.0,-0.1,26.0,98.0,27.537,32.44
28.21,64.86,7.699,5.185,0.062,2165.0,0.41,0.0,-0.1,57.4,98.0,31.919,32.402
28.31,65.1,6.914,5.31,0.073,902.0,-0.04,0.0,0.2,21.0,-23.36,29.279,32.496
28.22,64.72,7.546,5.766,-0.058,889.0,0.2,0.0,0.2,27.0,81.0,23.461,32.246
28.18,64.68,6.183,5.462,0.118,1672.0,-0.4,0.0,0.4,69.2,81.0,37.989,32.331
28.24,64.79,6.979,5.398,0.017,727.0,-0.04,0.0,-0.1,15.8,98.0,30.887,32.343
28.28,65.16,6.53,5.308,0.115,1235.0,0.2,0.0,0.5,50.0,81.0,29.413,32.354
28.13,65.07,7.065,5.389,-0.012,1096.0,-0.09,0.0,0.1,53.0,81.0,37.855,32.319
28.23,64.96,7.714,5.189,-0.015,884.0,-0.35,0.0,-0.1,24.0,81.0,23.986,32.35
28.28,64.82,6.5,5.27,0.105,795.0,-0.4,0.0,-0.1,58.4,81.0,273.24,32.393
28.33,64.86,7.071,5.312,0.012,1231.0,-0.48,0.0,-0.1,48.8,98.0,20.435,32.54
28.29,64.99,7.267,5.235,0.073,2661.0,-0.15,0.0,0.1,64.6,-81.36,29.748,32.442
28.27,64.68,6.437,5.454,0.029,751.0,-0.48,0.0,0.4,38.2,81.0,39.463,32.424
28.25,64.98,7.261,5.214,-0.033,774.0,-0.15,0.0,0.0,22.6,98.0,23.919,32.427
28.26,65.1,6.997,5.464,0.115,579.0,-0.4,0.0,0.4,54.0,81.0,30.954,32.357
28.23,64.78,7.654,5.319,0.083,1440.0,0.13,0.0,0.4,20.0,98.0,29.681,32.431
28.2,64.66,7.104,5.196,0.074,2254.0,-0.15,0.0,0.1,66.4,81.0,24.656,32.316
28.3,64.63,7.377,5.659,0.031,1091.0,-0.48,0.0,-0.2,55.0,-81.36,276.0,32.431
28.27,64.76,7.463,5.691,0.094,262.0,-0.4,0.0,-0.1,31.6,81.0,33.283,32.479
28.13,64.99,7.586,5.319,0.137,987.0,-0.35,0.0,-0.1,20.8,81.0,20.435,32.247
28.22,65.02,7.152,5.737,0.081,1004.0,-0.48,1.0,0.1,52.6,81.0,20.368,32.277
28.18,65.11,6.732,5.565,0.102,1007.0,-0.15,0.0,-0.1,26.8,81.0,37.654,32.354
28.3,64.79,6.875,5.227,0.067,2192.0,-0.35,0.0,-0.1,69.6,81.0,31.715,32.417
28.21,64.69,6.66,5.44,0.061,579.0,-0.35,0.0,-0.2,56.2,81.0,28.877,32.231
28.23,64.88,7.065,5.871,0.096,720.0,0.16,0.0,-0.3,44.4,81.0,23.324,32.418
28.19,64.54,6.97,5.283,0.04,931.0,-0.35,0.0,-0.1,9.9,81.0,21.038,32.32
28.33,64.96,7.894,5.231,0.047,683.0,-0.48,0.0,0.0,10.0,98.0,27.403,32.479
28.26,64.7,8.192,5.415,0.099,924.0,0.13,0.0,0.3,10.0,81.0,38.927,32.391
28.28,64.71,8.95,5.533,0.106,1148.0,-0.04,0.0,-0.2,30.0,81.0,274.62,32.189
28.25,64.76,6.884,5.421,0.02,975.0,-0.43,0.0,-0.3,52.4,98.0,31.155,32.502
28.23,64.55,6.896,5.443,0.082,1416.0,-0.3,0.0,0.3,64.4,81.0,28.944,32.312
28.14,64.8,7.553,5.594,-0.007,506.0,0.2,0.0,-0.3,35.4,98.0,33.215,32.384
28.28,64.77,8.097,5.592,0.016,3066.0,-0.35,0.0,-0.1,28.0,81.0,25.489,32.379
28.12,65.04,7.342,5.417,0.008,1565.0,-0.43,0.0,-0.1,10.0,98.0,38.056,32.436
28.26,64.78,7.453,5.786,0.061,150.0,0.45,0.0,0.2,48.4,81.0,33.215,32.342
28.17,64.66,7.036,5.12,0.077,2131.0,-0.35,0.0,-0.1,10.0,81.0,24.924,32.194
28.21,64.73,7.267,5.276,0.045,1472.0,-0.11,0.0,-0.2,10.0,81.0,30.284,32.313
28.32,65.16,6.693,5.349,0.065,1397.0,-0.48,0.0,0.3,60.2,81.0,29.614,32.416
28.36,64.9,6.732,5.796,0.07,963.0,-0.15,0.0,-0.1,68.2,-81.36,23.119,32.459
28.34,64.94,6.241,5.68,0.097,1302.0,-0.3,0.0,0.0,59.8,81.0,23.324,32.478
28.26,64.81,6.172,5.558,0.043,1478.0,-0.48,0.0,-0.2,24.6,-81.36,28.542,32.405
28.23,64.96,7.591,5.303,0.095,1063.0,-0.19,0.0,0.2,10.0,81.0,29.547,32.312
28.22,64.9,8.344,5.674,-0.016,2938.0,-0.43,0.0,-0.1,57.4,81.0,38.099,32.269
28.31,64.91,8.418,5.701,0.046,2515.0,-0.35,0.0,-0.2,66.0,-81.36,38.031,32.525
